Start,Output0
0.233744,0.0
0.226519,0.8414709848078965
0.220595,0.9092974268256817
0.215969,0.1411200080598672
0.212482,-0.7568024953079282
0.209918,-0.9589242746631385
0.208063,-0.27941549819892586
0.206735,0.6569865987187891
0.205792,0.9893582466233818
0.205124,0.4121184852417566
0.204652,-0.5440211108893698
0.204319,-0.9999902065507035
0.204084,-0.5365729180004349
0.203919,0.4201670368266409
0.203802,0.9906073556948704
0.20372,0.6502878401571168
0.203661,-0.2879033166650653
0.20362,-0.9613974918795568
0.20359,-0.7509872467716762
0.20357,0.14987720966295234
0.203555,0.9129452507276277
0.203544,0.8366556385360561
0.203537,-0.008851309290403876
0.203532,-0.8462204041751706
0.203528,-0.9055783620066238
0.203525,-0.13235175009777303
0.203523,0.7625584504796027
0.203522,0.956375928404503
0.203521,0.27090578830786904
0.20352,-0.6636338842129675
0.203519,-0.9880316240928618
0.203519,-0.404037645323065
0.203519,0.5514266812416906
0.203519,0.9999118601072672
0.203518,0.5290826861200238
0.203518,-0.428182669496151
0.203518,-0.9917788534431158
0.203518,-0.6435381333569995
0.203518,0.2963685787093853
0.203518,0.9637953862840878
0.203518,0.7451131604793488
0.203518,-0.158622668804709
0.203518,-0.9165215479156338
0.203518,-0.8317747426285983
0.203518,0.017701925105413577
0.203518,0.8509035245341184
0.203518,0.9017883476488092
0.203518,0.123573122745224
0.203518,-0.7682546613236668
0.203518,-0.9537526527594719
0.203518,-0.26237485370392877
0.203518,0.6702291758433747
0.203518,0.9866275920404853
0.203518,0.39592515018183416
0.203518,-0.5587890488516163
0.203518,-0.9997551733586199
0.203518,-0.5215510020869119
0.203518,0.43616475524782494
0.203518,0.9928726480845371
0.203518,0.6367380071391379
0.203518,-0.3048106211022167
0.203518,-0.9661177700083929
0.203518,-0.7391806966492228
0.203518,0.16735570030280691
0.203518,0.9200260381967907
0.203518,0.8268286794901034
0.203518,-0.026551154023966794
0.203518,-0.8555199789753223
0.203518,-0.8979276806892913
0.203518,-0.11478481378318722
0.203518,0.7738906815578891
0.203518,0.9510546532543747
0.203518,0.25382336276203626
0.203518,-0.6767719568873076
0.203518,-0.9851462604682474
0.203518,-0.38778163540943045
0.203518,0.5661076368981803
0.203518,0.9995201585807313
0.203518,0.5139784559875352
0.203518,-0.4441126687075084
0.203518,-0.9938886539233752
0.203518,-0.6298879942744539
0.203518,0.31322878243308516
0.203518,0.9683644611001854
0.203518,0.7331903200732922
0.203518,-0.1760756199485871
0.203518,-0.9234584470040598
0.203518,-0.8218178366308225
0.203518,0.03539830273366068
0.203518,0.8600694058124532
0.203518,0.8939966636005579
0.203518,0.10598751175115685
0.203518,-0.7794660696158047
0.203518,-0.9482821412699473
0.203518,-0.24525198546765434
