Start,Output0
77.81536216,0.0
77.84829926,0.8414709848078965
78.26823276,0.9092974268256817
78.32026794,0.1411200080598672
78.34270681,-0.7568024953079282
78.3223275,-0.9589242746631385
78.2435119,-0.27941549819892586
78.31455172,0.6569865987187891
78.30312249,0.9893582466233818
78.2171718,0.4121184852417566
78.13606186,-0.5440211108893698
78.2314341,-0.9999902065507035
78.30943417,-0.5365729180004349
78.31734044,0.4201670368266409
78.34182285,0.9906073556948704
78.21877706,0.6502878401571168
78.38149808,-0.2879033166650653
78.4513618,-0.9613974918795568
78.42582579,-0.7509872467716762
78.48226318,0.14987720966295234
78.49838987,0.9129452507276277
78.55902478,0.8366556385360561
78.45633902,-0.008851309290403876
78.30051948,-0.8462204041751706
78.29293797,-0.9055783620066238
78.35028652,-0.13235175009777303
78.54975464,0.7625584504796027
78.52056628,0.956375928404503
78.35163905,0.27090578830786904
78.2654916,-0.6636338842129675
78.29536858,-0.9880316240928618
78.12901364,-0.404037645323065
78.12970759,0.5514266812416906
78.04213401,0.9999118601072672
78.03165813,0.5290826861200238
77.97253771,-0.428182669496151
77.93942375,-0.9917788534431158
77.98228714,-0.6435381333569995
77.98864262,0.2963685787093853
77.83975441,0.9637953862840878
77.91712087,0.7451131604793488
77.92221394,-0.158622668804709
77.81533726,-0.9165215479156338
77.51413927,-0.8317747426285983
77.37532784,0.017701925105413577
77.53855161,0.8509035245341184
77.27576891,0.9017883476488092
77.08825917,0.123573122745224
76.95618459,-0.7682546613236668
77.09069509,-0.9537526527594719
77.1794353,-0.26237485370392877
76.93292907,0.6702291758433747
76.97620764,0.9866275920404853
76.96695481,0.39592515018183416
76.92799087,-0.5587890488516163
77.54686942,-0.9997551733586199
77.33475086,-0.5215510020869119
77.01242342,0.43616475524782494
77.20160457,0.9928726480845371
77.26104267,0.6367380071391379
77.29857401,-0.3048106211022167
77.28947735,-0.9661177700083929
76.55866283,-0.7391806966492228
76.45102991,0.16735570030280691
76.39946149,0.9200260381967907
76.2945355,0.8268286794901034
76.13413307,-0.026551154023966794
75.85999138,-0.8555199789753223
75.44106211,-0.8979276806892913
75.43020551,-0.11478481378318722
75.17289484,0.7738906815578891
74.46289364,0.9510546532543747
73.4499861,0.25382336276203626
73.51915494,-0.6767719568873076
74.52742033,-0.9851462604682474
75.00756903,-0.38778163540943045
76.02664127,0.5661076368981803
76.05528275,0.9995201585807313
76.2196045,0.5139784559875352
76.02059554,-0.4441126687075084
76.06881785,-0.9938886539233752
75.38800979,-0.6298879942744539
74.97662858,0.31322878243308516
74.75308759,0.9683644611001854
74.10526342,0.7331903200732922
74.11899648,-0.1760756199485871
73.11940576,-0.9234584470040598
72.69373935,-0.8218178366308225
71.93708507,0.03539830273366068
72.20639719,0.8600694058124532
69.6601452,0.8939966636005579
69.61486796,0.10598751175115685
69.92270607,-0.7794660696158047
65.94111931,-0.9482821412699473
64.24011628,-0.24525198546765434
65.36485195,0.683261714736121
66.18486414,0.9835877454343449
65.32638658,0.3796077390275217
63.33913689,-0.5733818719904229
64.67587924,-0.9992068341863537
